Item #,Question / Issue / Action,Raised By,Status,Parent Issue (if Cascading),Priority,Area,Type,Topic,"Notes

INCLUDE JOB ID & Customer Name FOR ALL ISSUES","Log URL

Add URL for log on GDrive","Impact

What # of components or records are erroring? Is there a manual workaround?",Orgs,Response,"Jira ID 
(Product Only)",Release,Release Date,EA Critical Issue?,G17 Critical Issue?,Stack,NA EA Stack,EU EA Stack,GSK Stack,Bayer Stack,Novo Stack,Scaling Item,Scaling Stack,# G17 Impacted,# E32 Impacted,# SMB Impacted,Critical Issue?,Date Created,Date Closed,Days Open,Hyperlink,Row
Item-49,Delta Data loads starting before initial load completes,Ben,8. Resolved,,1 High,Migrator,Issue,ETL - Data,"Customer: GSK
Job ID: Multiple - see this migration
---

When the initial load takes more than 1 day the delta loads start before the initial load is complete. This results in ovelapping processes which look like they are causing errors and definitley make triage less efficient. It would make more sense for deltas to start only once the initial load is finished (at least as an option on the Migration record). ",,,All,Pls confirm if we can only star deltas after the init is complete?,"https://jira.veevadev.com/browse/VCRM-51761

",243.2.10, 10 Jan 25,No,Yes,,,,,,,,,,,,Yes,11/5/2024,1/15/2025,71,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=3:3,3
Item-71,Error during Data Transformation around Unrecognized Columns,Justin,8. Resolved,,1 High,Migrator,Issue,ETL - Data,"customer: Syneos
Job ID: 3dbd43f8-bea1-428e-a

We are getting the following error in our Migration Task for 'Data Transformation'. We are not sure if this is an issue or not but wanted to flag to better understand. Appears to have to do with HTML reports based on the log error:

com.fasterxml.jackson.dataformat.csv.CsvWriteException: Unrecognized column 'object_recordtype__v': known columns: [""application_profile__v"",""created_date__v"",""description__v"",""external_id__v"",""html_report_status__v"",""id"",""legacy_crm_id__v"",""modified_date__v"",""name__v"",""object_recordtype_id__v"",""object_type__v.api_name__v"",""ownerid__v.legacy_crm_id__v"",""platform__v"",""profile__v"",""publish_process_timestamp__v"",""publish_status_details__v"",""review_before_submit__v"",""sharing_group__v"",""studio_id__v"",""studio_version__v"",""visibility_criteria__v""] (through reference chain: java.util.HashMap[""object_recordtype__v""])

We believe this is causing issues in Data because we are getting object records that are being extracted but are not being loaded in, and not coming in our Results for Data ETL. Here are some examples of objects that have records that are not coming over and also not failing:
-Clinical Trial
-Product Catalog
-CLM Presentation
-Remote Meeting
-Clinical Trial
-Product Catalog
-Approved Document

Because these items are not coming in we are seeing issues in Data ETL Data Load.

Customer : Clinigen  ( RESOLVED FOR CLINIGEN) !
Job Id: a59720db-c57f-4656-a


Error message on Transformation task. Multiple objects not mapped in the Data ETL Load and zero records loaded (e.g. product__v in row 233)

Job Status: Error
Log:
com.fasterxml.jackson.dataformat.csv.CsvWriteException: Unrecognized column 'object_recordtype__v': known columns: [""application_profile__v"",""description__v"",""external_id__v"",""html_report_status__v"",""id"",""legacy_crm_id__v"",""name__v"",""object_recordtype_id__v"",""object_type__v.api_name__v"",""ownerid__v.legacy_crm_id__v"",""platform__v"",""profile__v"",""publish_process_timestamp__v"",""publish_status_details__v"",""review_before_submit__v"",""sharing_group__v"",""studio_id__v"",""studio_version__v"",""visibility_criteria__v""] (through reference chain: java.util.HashMap[""object_recordtype__v""])",https://docs.google.com/spreadsheets/d/1z1BTu9J3_0EsPso2MVuuPvjYyi7TM4Z4/edit?gid=392596304#gid=392596304,"

""Rows in Data Failure: 198

Workaround: Data Load, not ideal""

""Clinigen:
Impacted: 97 All Product records, 1095 - All Product metrics , 14742 - All call details, 14840 - All call discussions, 321 - All call messages , 180 - All clm presentation slides  

As the DCR object is impacted it cascades and causes further issues 149 accout records not loaded out of 182584 total accounts , 10097 - all records of Data_Change_Request_Line_vod__c""","Clinigen, Syneos NA GDO, Shionogi NA",,https://jira.veevadev.com/browse/VCRM-46665,243.0.10, 5 Dec 24,Yes,No,,,,,,,,,0,1,2,Yes,11/11/2024,12/9/2024,28,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=4:4,4
Item-16,Address metadata/data not migrating due to fields country_codes__v dependency issue,Jarek,8. Resolved,,1 High,Migrator,Issue,ETL - Metadata,"Customer: Santhera
Job: 0beae78f-9af7-4a9e-b

Picklist [country_codes__v] contain picklist values which have the suffix __v but  the error is thrown for certain address object fields ( for example address_type__c )  due to the fact there's is relation to the country code but for the value with __c suffic  [ae__c] for Santhera , [dk__c] for Clinigen 
---
",https://docs.google.com/spreadsheets/d/1DJ8-vcEhXpyoZEpLVKf532K0jIko8uZclELR0IvClrk/edit?gid=1929646786#gid=1929646786&range=A4168---,"Santhera: 33 address fields failing, address object failing, 
7 page layouts failing (across address and acount)
Cascades to address data migration","Clinigen, Santhera","Ben: Check SFDC

[AK] This is a bug, it's resolved in 243.0.10-9741",https://jira.veevadev.com/browse/VCRM-47380,EA UAT Hotfix, 26 Nov 24,Yes,No,,,,,,,,,0,0,2,Yes,10/25/2024,11/28/2024,34,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=5:5,5
Item-118,# of unique fields exceeded failure for fields that are not unique,Ben,8. Resolved,,1 High,Migrator,Issue,ETL - Metadata,"number of total unique fields 15 exceeds [max:14]

Customer: GSK
Job ID:

217 errors for Account fields with the message that the total # of unique fields is exceeded. When spot checking the fields that errored - they don't seem to have uniqueness enabled so it looks like either a bug or a cascading issue. ",,"Account object not migrated properly, will cascade to page layouts and data migration",GSK EU2,"Add Account.CORE_GSK_Gigya_ID__c
Account.rpps_code_QS_TRNS_vod__c
Account.Union_Id_vod__c to ignore to see if it fixes

",,243.2.10, 10 Jan 25,No,Yes,,,,,,,,,1,0,0,Yes,11/16/2024,1/15/2025,60,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=6:6,6
Legacy_ITEM_62,CurrencyIsoCode not mapped - planned feature 11/22,Ben,8. Resolved,,1 High,Migrator,Issue,ETL - Metadata,"Please can provide a timeline to plan around?
This is a planned feature - should be complete by 11/22

---
12/12: localcurrencysys__v is not appearing in the mapping. This is a mandatory field in SFDC. Nastya will check what the expectation is. Job ID: 8ec00a5f-90da-47b9-8",,,GSK EU2,This is a planned feature - should be complete by 11/22,https://jira.veevadev.com/browse/VCRM-45561,243.0.10, 5 Dec 24,No,Yes,,,,,,,,,1,0,0,Yes,10/1/2024,1/15/2025,106,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=7:7,7
Legacy_ITEM_64,VeevaID_vod__c contains duplicates error,Ben,8. Resolved,,1 High,Migrator,Issue,ETL - Data,"This is the field stamped by Pulse matching - it is expected to contain duplicates as data providers typically send duplicate Accounts for HCPs in >1 country

---
12/12: Veeva ID field is blank in the latest run (kicked off on Monday, 12/9). Update on 12/10 -- values should appear on MatchID__v on Account__v. Check this field on next run for GSK.

12/13: GSK team queried the matchid__v fields for latest run and it is not populated - Job ID: 8ec00a5f-90da-47b9-8",,,GSK EU2,"The unique attribute will be removed in the 3.0 release.

Temporary change to ignore this field during migrations. 

This will require a one-time data update after the 3.0 release. Source data can be provided to make the update.

Alfasigma - Ben to follow up with Services - Dupe accounts identified and passed to customer stewards",https://jira.veevadev.com/browse/VCRM-33045,243.0.10, 5 Dec 24,No,Yes,,,,,,,,,1,0,0,Yes,10/7/2024,12/21/2024,75,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=8:8,8
Item-117,"Issue with standard fields: ""Account.Website"" and ""Account.Salutation"":
Website is not added as custom field in Vault CRM
Salutation values are not added in salutation__v",Mikael,8. Resolved,,1 High,Migrator,Issue,ETL - Metadata in Data,"Customer: Clinigien, Santhera, Almac/POA/Galen
Job ID:

The Website field in Account object is not migrated at all (and not translated in the network bridge mapping). Checked Clinigen and the Website field is not on the ignore or override list, it does not appear as an issue in discovery and does not appear in the Metadata ETl log. The field does not exist in Vault CRM. Is this field going to be added to Vault CRM as a standard field? Why is migrator skipping this field?

The Salutation field is in Vault CRM (salutation__v), this field appears as a standard override Account.Salutation --> account__v.salutation__v. However, the field does not appear in the Metadata ETL log and there is no issue flagged for the field in discovery Please can you investigate why Migrator appears to be skipping this field?

---
JH 11/20: Updated to High because no work around for activating salutation values.
ET 11/25: Workaround for now is to create a custom field, map the bridge to the custom field and run the bridge to populate the field.  This workaround will work for any Network Mastered Field. Salutation should come in a hot fix on Tuesday (11/26) -- if this doesn't work, same workaround (create custom field) will work for now.
ET 12/5: Moved this from Pending Fix back to Product Follow-Up, this is not currently being tracked because there is no Jira.
",bridge-validation_POA SBX1 Rebuild_2024-11-11_945847093103761087.xlsx,"2 fields for each NTW customer where data is not migrated, website is missing from Vault CRM entirely, salutation field is in Vault CRM but no data is migrating

Inhibrx also has this issue, we learned this because Account.Website has a DCR Field Type that we were going to translate but Vault has no equivalent value. This is not in any traceable log

Arvinas also has this issue--noticed while manually updating DCR Field Types

Workaround for now is to create a custom field, map the bridge to the custom field and run the bridge to populate the field.  This workaround will work for any Network Mastered Field; it actually won't work for Salutation since it is hard coded to NAW","ALMAC, Bayer - GDO, Clinigen, Alfasigma, Arvinas, Inhibrx, Santhera",JH 12/8: Account Website is still an issue. Account Salutation appears to be resolved and picklist values are reamining active.,,243.0.10, 5 Dec 24,Yes,Yes,,,,,,,,,1,0,6,Yes,11/15/2024,12/9/2024,24,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=9:9,9
Item-79,Account Views not Translated,Alex,8. Resolved,,1 High,Migrator,Issue,ETL - Data,"Customer: All
Job ID: any data ETL job (had to clear out US ones in Vault)

The textual detail of the Account Views was not translated as part of the migration. This means that the my accounts views are not populated appropriately. EX: Columns
Account.Name,Address_vod__c.Name,Address_vod__c.City_vod__c,Address_vod__c.State_vod__c,Address_vod__c.Zip_vod__c,Address_vod__c.Phone_vod__c,Account.Last_Activity_Date__c

Views are loading successfully but not available to view at all (My Accounts crashes).  Currently manually redoing these but effort is very high


",N/A,"All Customers impacted

Workaround is to translate all SFDC IDs to Vault IDs using mapping file","AlfaSigma, Arvinas, Immunovant, Inhibrx",,,243.0.10, 5 Dec 24,,,,,,,,,,,0,0,3,,11/14/2024,12/9/2024,25,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=10:10,10
Item-149,Standard picklist values are migrating over as inactive; unable to reactivate.,Karthik,8. Resolved,,1 High,Migrator,Issue,ETL - Metadata,"Customer: Immunovant (potentially others)
Job ID:

When attempting to create accounts, we get this error: 

Invalid value [hot__v] specified for parameter [rating__v]
Picklist [account_rating__v] does not contain [hot__v]
Invalid value [prospect__v] specified for parameter [type__v] 
Picklist [account_type__v] does not contain [prospect__v]
Invalid value [web__v] specified for parameter [accountsource__v] 
Picklist [account_accountsource__v] does not contain [web__v].

These picklist values are inactive in Vault CRM, and since they are standard fields, we are unable to reactivate them. We are unable to perform Network integration testing as a result. There is not consistency in where we are seeing this behavior as well:

Domain where values are inactive:
immunovant - (Custom)
alfasigma - (Custom)
Inhibrx - (Custom)
Arvinas - (Custom)


Domain where values are active:
Inhibrx (Customer)
Arvinas (Customer)
Immunovant (Customer)
BioCryst (Custom)
---

11/15: By default on standard fields, standard picklist fields cannot be changed. In order to confirm, attempt to update the picklist manually. 
[11/15 AF] - These fields have no available value to update to in the immunovant Vault ID: 237461
11/18: Manual attempt to update picklist was not successful. Values that are inactive in Vault CRM are active in Veeva CRM. Alex to add job ID.
[11/18 KS] - The workaround is to go into each of the affected picklists and manually set the default value to ""null"" - this causes the errors to no longer appear.
11/20 - Duplicate of Item-116
11/21 - MW I believe this and 116 are two different issues but the notes got copied somehow.  Going to update notes in 116 to reflect the issue of field not being available on all object types",,,"Immunovant, AlfaSigma, Inhibrx","[AK 11/20]  This was already reported by internal testing, targeting 24R3.2 for a fix.",https://jira.veevadev.com/browse/VCRM-53567,EA UAT Hotfix, 26 Nov 24,,,,,,,,,,,0,0,2,,11/15/2024,12/9/2024,24,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=11:11,11
Item-50,SCALING: Task Migration needed for more complex G17/ENT customers,Ben,0. Rejected,,3 Low,Migrator,Enhancement,Methodology,"Tasks not currently in scope for Migrator. 

Tasks are heavily used by G17 - some tasks in Santhera org that are a year old - Jarek to confirm if they are in use and need to be in vault crm
---

11/6: Recommend ignoring this for early adopters due to low usage / records that are dated. This will be needed for GSK however. Need to determine how to handle for enterprise. Can migrator identify if Tasks are available (currently the discovery does not identify Tasks)? Nastya to circle back on why it was not in scope. Ben to connect with Michael Pay on immediate solution for GSK.",,GSK will load manually,Bayer - GDO,"The decision now is not to migrate tasks. Once the parity functionality is built in Vault CRM, we will evaluate of it makes sense to migrate tasks into the new tasks in Vault CRM ",,,,,,,,,,,,,,1,0,0,,11/6/2024,11/25/2024,19,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=12:12,12
Item-122,SCALING: Rows in Metadata ETL Loading Status not in chronoogical order?,Ben,0. Rejected,,2 Medium,Migrator,Question,ETL - Metadata,"GSK METADATA_ETL_LOADING_STATUS Log 

For sfdcComponentName CORE_GSK_Process_Apollo_Canceled__c (boolean field)

- 14 failures trying to add field to object type
- Then 1 failure trying to add the field to the object
- Then 9 failures tring to add the field to object type

- Object [em_event__v] does not have field [core_gsk_process_apollo_canceled__c] happens 14 times for ObjecttypesFormula MDL:
alter_add_em_event__v_speaker_program__v_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_local_event__c_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_core_gsk_v2_collaborative_event__c_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_small_meeting__c_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_round_table__v_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_core_gsk_v2_local_event__c_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_core_gsk_v2_satellite_webinar__c_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_congress__v_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_core_gsk_v2_symposium__c_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_core_gsk_v2_brand_contribution_event__c_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_core_gsk_v2_consultancy__c_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_core_gsk_v2_webinar__c_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_core_gsk_v2_parent_event__c_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_congress__c_core_gsk_process_apollo_canceled__c.mdl then
- Invalid Formula Expression for field [formula] Formula MDL: 
alter_add_em_event__v_core_gsk_process_apollo_canceled__c.mdl)
- Object [em_event__v] does not have field [core_gsk_process_apollo_canceled__c] happens 9 times for ObjecttypesFormula MDL:
alter_add_em_event__v_core_gsk_v2_simple_event__c_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_core_gsk_v2_us_commercial_exhibits__c_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_core_gsk_v2_cross_brand_event__c_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_investigator_meeting__v_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_core_gsk_v2_us_speaker_meeting__c_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_core_gsk_v2_child_event__c_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_core_gsk_v2_advisory_board__c_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_core_gsk_v2_interdependency_events__c_core_gsk_process_apollo_canceled__c.mdl
alter_add_em_event__v_sponsorship__c_core_gsk_process_apollo_canceled__c.mdl

24 Nov: Question answered so closing this and creating enhancement to track",,,GSK EU2,,,,,,,,,,,,,,,1,0,0,,11/18/2024,11/24/2024,6,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=13:13,13
